ds,yhat,yhat_lower,yhat_upper
2022-10-20,101.38093310263156,94.21439949751684,108.78931112013146
2022-10-21,101.4911862816048,94.01931945644594,108.90116185420041
2022-10-24,101.82912000912032,94.29552776571052,109.0339882472877
2022-10-25,101.94368167763656,94.57179455284059,109.33624322016954
2022-10-26,102.04813073587495,94.60240540031175,109.23047371479186
2022-10-27,102.16182903259438,94.97596279079538,109.25520675092882
2022-10-28,102.29663455676817,95.30806796066126,109.88918082369548
2022-10-31,102.70476069357012,94.74574165914143,109.65043228787799
2022-11-01,102.84081503747694,95.68321038502432,109.94236840704772
2022-11-02,102.96535178662418,96.2971584039682,109.98371017193507
2022-11-03,103.09741997629135,95.40183859622519,111.09684306138568
2022-11-04,103.248543174327,95.51834714982525,110.9801499649475
2022-11-07,103.68977040182187,96.045787743794,111.59262818643738
2022-11-08,103.83038273593647,96.03766456681812,111.51663700951345
2022-11-09,103.9556676794609,96.33265410252176,111.3749356497572
2022-11-10,104.08436497384449,96.15351826804658,111.09328688148193
2022-11-11,104.22772493846574,96.93990819797688,111.61977459048556
2022-11-14,104.6173130849249,96.21797781636391,112.21665571033857
2022-11-15,104.73090333438759,97.30710905267911,112.18246025392561
2022-11-16,104.82426080969753,97.5517146737372,112.60658101149052
2022-11-17,104.91624411807504,96.88033753313475,112.30651671507535
2022-11-18,105.01830733091066,98.02611240796824,112.46629564736409
2022-11-21,105.25983789435963,97.72380565641998,112.70622296762005
2022-11-22,105.31754850729841,98.08509007475685,112.8231082979411
2022-11-23,105.35272161059217,97.71764963992457,112.55203253417314
2022-11-24,105.3848934156514,97.5097068936535,113.01591211822812
2022-11-25,105.4262508281828,98.7441795137461,112.92544291829331
2022-11-28,105.48820534201894,97.97938489341837,113.53505309657282
2022-11-29,105.4896384040538,98.23977392856547,113.13910855006786
2022-11-30,105.47168932998346,98.15518343345444,113.55856403321938
2022-12-01,105.45467978406516,97.79649746035071,113.21722659628625
2022-12-02,105.45153836849467,98.19382020950061,112.71217898640505
2022-12-05,105.41454803593496,97.44432507364581,112.51071921474272
2022-12-06,105.39625707638726,97.86719512019424,112.32157963374681
2022-12-07,105.36583800430579,97.81296220027407,113.14993505066056
2022-12-08,105.34382223745814,98.09247189486575,112.30853544578181
2022-12-09,105.34322951318043,97.98111112500062,112.77722928123018
2022-12-12,105.35830326401634,98.15408042722274,112.68138515047697
2022-12-13,105.37127005071451,97.83621876155995,112.62775013545874
2022-12-14,105.37832489926016,98.11754200711725,112.79550222062925
2022-12-15,105.39940369125523,98.05798324793847,113.10381269124883
2022-12-16,105.44684244545181,97.8477725033447,112.91515216016631
2022-12-19,105.62775602025162,97.74304323041846,112.94882963238373
2022-12-20,105.70038674433349,98.51092375565256,112.59330390316705
2022-12-21,105.76780363768738,98.68866940751066,113.40768150783285
2022-12-22,105.84904523161724,98.76842209711573,112.72743953392764
2022-12-23,105.95557342094403,99.0526693472326,113.83507016455714
2022-12-28,106.52887891225974,99.12741925655497,114.49818477353234
2022-12-29,106.64762270647438,99.66093536116396,114.22355694547628
2022-12-30,106.78632041054955,98.86816190376142,114.0685522867591
2023-01-03,107.32229710802346,100.52928436156671,115.32749266698968
2023-01-04,107.4366029309487,100.18264438068061,114.56981791624709
2023-01-05,107.55468290999612,100.07441634679412,114.99416404012817
2023-01-06,107.68805102533126,99.69950068118348,114.65181916678732
2023-01-09,108.05543651145527,100.96121761735107,115.06716534297993
2023-01-10,108.16594115677395,100.44520295579176,115.32498938495013
2023-01-11,108.25937416206163,100.7154235223501,115.80711542525314
2023-01-12,108.35524445934477,100.18515076406467,115.4847615692447
2023-01-13,108.4656612419168,100.73575965112992,115.44613232251663
2023-01-16,108.76523747205452,101.86844778493662,116.33381120226579
2023-01-17,108.85508645779709,101.59343258151868,116.63092994606677
2023-01-18,108.92948798989966,101.4865086375454,116.39091027051876
2023-01-19,109.00823693648786,101.14368793903033,116.46168395609557
2023-01-20,109.10365250214493,101.71740009118628,116.48606540171275
2023-01-23,109.37188131678776,101.36145599202618,116.68554660627574
2023-01-24,109.45576641329197,101.64798759120545,116.93122380159035
2023-01-25,109.52623724638204,101.87819639100505,116.76854011137331
2023-01-26,109.60286994628581,102.57364781477693,117.06994472788575
2023-01-27,109.69771384174223,102.48339170371908,117.30834285656607
2023-01-30,109.9702275830663,102.74570563905911,117.25856246238737
2023-01-31,110.05633357358575,103.28493610883268,117.53040369741898
2023-02-01,110.12879541588357,102.18475425383822,117.40634205056215
2023-02-02,110.20682159554825,102.55629953198996,117.36314267633918
2023-02-03,110.30211262735934,102.68614251882732,117.94393560420356
2023-02-06,110.56725631555742,103.1774212655119,117.91178537364699
2023-02-07,110.64718912206634,103.4450825532329,118.55692708291673
2023-02-08,110.71132981685506,103.16194939814474,118.10229306584554
2023-02-09,110.77878956927988,103.26234142277903,118.36373453092149
2023-02-10,110.86122427965381,103.85014834902049,118.45810735723217
2023-02-13,111.07438136417973,103.43227999031605,118.68003823091854
2023-02-14,111.13285689945775,103.55952607239958,117.97328153618697
2023-02-15,111.173752184414,104.0225318313326,118.42783622580433
2023-02-16,111.21639538935241,104.07566245361124,118.90286731956193
2023-02-17,111.27268518609596,103.8675041602672,118.28232151616807
2023-02-21,111.43184710054089,103.74497026465846,119.34405250832562
2023-02-22,111.44404503612222,104.44935981783955,119.12804187358299
2023-02-23,111.45830138602037,104.31242128097023,118.77791362343619
2023-02-24,111.48676451190637,104.42847859198206,119.30685962541106
2023-02-27,111.53827872015954,104.15235154725174,118.79583907847665
2023-02-28,111.54451667506653,104.28206984502236,119.26006036583767
2023-03-01,111.53471088588574,104.32847675170869,118.87268535252353
2023-03-02,111.52857051054396,104.21775185967164,119.15325161150511
2023-03-03,111.53833857758666,103.94906165999636,119.10826650860506
2023-03-06,111.54464594524889,103.49657976245713,118.86647163135456
2023-03-07,111.53958967642943,104.02618497257552,118.69383770396225
2023-03-08,111.52042435494529,103.818782412056,119.09424716076535
2023-03-09,111.50687736070358,103.89273300883109,119.44509112040473
2023-03-10,111.511206786062,103.90482459984943,118.80184104204606
2023-03-13,111.51314975435436,104.50270660772716,119.48728954660972
2023-03-14,111.51067640905228,104.3440253709963,118.94492684712493
2023-03-15,111.49614403196885,104.51534040967881,118.74293158834014
2023-03-16,111.48930010326558,104.23751151897056,118.85065172375413
2023-03-17,111.50242178274796,104.3112018622174,118.90722370302262
2023-03-20,111.54340224363025,104.29744413516387,119.29047074012803
2023-03-21,111.55816125140349,104.44094954370419,119.35012112965829
2023-03-22,111.56293826516539,104.12293949672646,119.63909973444635
2023-03-23,111.57743420726723,104.33142077525874,119.14106309549403
2023-03-24,111.61385718450757,103.85180013405788,118.7160336863585
2023-03-27,111.73542514087222,104.57232527028494,119.51319379864387
2023-03-28,111.78010112947157,104.58722917513306,119.57071046622842
2023-03-29,111.81599314523622,104.20563813328721,119.21678858839246
2023-03-30,111.86255950728972,104.34149707065531,119.76435725147631
2023-03-31,111.93173776062679,104.23651290299182,119.19595357783795
2023-04-03,112.1526218866441,104.75340325787228,119.39054017846728
2023-04-04,112.22964703773901,104.39299118656977,119.4636194999908
2023-04-05,112.29693305566096,104.9982178620405,119.9922326322239
2023-04-06,112.37359139124904,105.08501600414469,119.4476838870397
2023-04-10,112.76456144481881,105.86398779696407,119.89259179707832
2023-04-11,112.8605681065322,104.96394655095726,120.67058378766504
2023-04-12,112.94391716236179,105.48748853761721,120.8173008459174
2023-04-13,113.03359345445357,105.29487307241743,120.01169101150481
2023-04-14,113.1411264738731,105.99269108633848,121.10871828073114
2023-04-17,113.44566461210782,106.37085131246793,121.68869760698237
2023-04-18,113.53960437404493,105.96131276490995,120.9064689007721
2023-04-19,113.61832084693525,106.24905114063102,120.69722909840095
2023-04-20,113.70108296320556,106.8881755702915,120.80033993767827
2023-04-21,113.7997529552839,106.26723326504307,121.10077050770498
2023-04-24,114.06991244206714,106.68654612193347,121.6759842336384
2023-04-25,114.15122741053862,106.53812049100665,121.84434092734978
2023-04-26,114.21748201514679,107.07324240558994,121.87055575056216
2023-04-27,114.28838771861383,106.7422352536666,122.2862019070424
2023-04-28,114.37623045332802,106.81335969859606,121.70111306252326
2023-05-01,114.62380989603427,106.71796371660518,122.47467226986548
2023-05-02,114.70190102659112,107.51686948793441,122.47439484368238
2023-05-03,114.76743401179195,107.25287983910873,121.9937693303646
2023-05-04,114.84022605351619,107.34625667375306,122.24611986628473
2023-05-05,114.93259225802441,107.78605929452532,122.83553633974692
2023-05-08,115.20867097760517,107.9589579530692,123.3180299938436
2023-05-09,115.3005509239624,108.11836412396897,122.06402404617259
2023-05-10,115.3814912655557,107.65085333566158,122.60562266379333
2023-05-11,115.47089694009232,107.72056039061532,122.92587144361187
2023-05-12,115.58061817770937,108.47208478602191,122.95608533675208
2023-05-15,115.90800261459707,108.44754947158222,123.06343147912403
2023-05-16,116.01489627757961,108.90947209186608,123.09456939972416
2023-05-17,116.10888624467079,108.8671896423537,123.37377494441314
2023-05-18,116.20885318480185,108.62908763682756,123.3739219228775
2023-05-19,116.32616084258758,109.35695074182144,123.41216467026841
2023-05-23,116.75333189391918,109.66349909116951,124.15563265444047
2023-05-24,116.83491252518623,109.7793742712808,124.24607186634633
2023-05-25,116.91801868230709,109.89603802760118,124.40392351789973
2023-05-26,117.01408483530051,109.53671446498767,124.37875370244662
2023-05-29,117.25454773384949,109.79663778150207,124.74149638289292
2023-05-30,117.31737889457617,109.71635991519855,124.55864312662999
2023-05-31,117.36030820793074,109.50414719374331,125.24749591669217
2023-06-01,117.4027991080836,110.22809570128301,124.847949096091
2023-06-02,117.45695838182507,109.97174551763841,125.29689449362546
2023-06-05,117.57130036116578,110.23992673674333,124.89706118254094
2023-06-06,117.59451187687674,110.37147047871262,124.87628720294651
2023-06-07,117.60030601114016,110.01145860575582,124.57602710260461
2023-06-08,117.60887550180274,110.53679471493523,125.40906760989343
2023-06-09,117.63301129053107,110.39622507552284,125.0338528564572
2023-06-12,117.6865393227546,109.54429468071176,124.38497802838597
2023-06-13,117.70077801392219,110.33916299762818,124.90395606840823
2023-06-14,117.7037817640983,110.78911313224016,125.5327030084534
2023-06-15,117.71590381334104,110.5911381779735,125.37092372394562
2023-06-16,117.74998311956085,110.30607955262596,125.05566688037712
2023-06-19,117.87046829102637,110.70812517853562,125.43737614268215
2023-06-20,117.91844639791253,111.0303479979033,125.11322540767011
2023-06-21,117.96016701414742,110.87532299316737,126.11437849997039
2023-06-22,118.01540793137019,110.35176712021065,125.47922546014254
2023-06-23,118.0963570140725,111.12247180904384,125.918840989295
2023-06-26,118.37258434922937,111.01424804920369,125.49894309379063
2023-06-27,118.4748760054715,111.43868251942403,126.31125939262887
2023-06-28,118.57074649862759,110.63133231820277,125.4582756523593
2023-06-29,118.67916290609821,111.06818860690325,125.9035424014332
2023-06-30,118.81152807147501,111.39080924681294,126.47561919003462
2023-07-04,119.364068435913,111.99429383506045,127.3639852301257
2023-07-05,119.49259666989443,111.58670909246943,126.72523498056204
